"Tabela 7511 - Produção Física Industrial, por grupos e classes industriais selecionados"
"Variável - PIMPF - Número-índice (2012=100) (Número-índice)"
"Brasil"
"Mês";"Grupos e classes industriais"
"Mês";"10.1 Abate e fabricação de produtos de carne";"10.11 Abate de reses, exceto suínos";"10.12 Abate de suínos, aves e outros pequenos animais";"10.13 Fabricação de produtos de carne";"10.3 Fabricação de conservas de frutas, legumes e outros vegetais";"10.4 Fabricação de óleos e gorduras vegetais e animais";"10.41 Fabricação de óleos vegetais em bruto, exceto óleo de milho";"10.42 Fabricação de óleos vegetais refinados, exceto óleo de milho";"10.43 Fabricação de margarina e outras gorduras vegetais e de óleos não comestíveis de animais";"10.5 Laticínios";"10.6 Moagem, fabricação de produtos amiláceos e de alimentos para animais";"10.61 Beneficiamento de arroz e fabricação de produtos do arroz";"10.62 Moagem de trigo e fabricação de derivados";"10.7 Fabricação e refino de açúcar";"10.8 Torrefação e moagem de café";"10.2 e 10.9 Preservação do pescado, fabricação de produtos do pescado e de outros produtos alimentícios";"11.1 Fabricação de bebidas alcoólicas";"11.2 Fabricação de bebidas não alcoólicas";"13.1 Preparação e fiação de fibras têxteis";"13.2 Tecelagem, exceto malha";"13.3 Fabricação de tecidos de malha";"13.5 Fabricação de artefatos têxteis, exceto vestuário";"14.1 Confecção de artigos do vestuário e acessórios";"14.2 Fabricação de artigos de malharia e tricotagem";"15.1 Curtimento e outras preparações de couro";"15.3 e 15.4 Fabricação de calçados e de partes para calçados de qualquer material";"16.1 Desdobramento de madeira";"16.2 Fabricação de produtos de madeira, cortiça e material trançado, exceto móveis";"17.1 Fabricação de celulose e outras pastas para a fabricação de papel";"17.2 Fabricação de papel, cartolina e papel-cartão";"17.3 Fabricação de embalagens de papel, cartolina, papel-cartão e papelão ondulado";"17.4 Fabricação de produtos diversos de papel, cartolina, papel-cartão e papelão ondulado";"18.1 Atividade de impressão";"18.3 Reprodução de materiais gravados em qualquer suporte";"19.2 Fabricação de produtos derivados do petróleo";"19.3 Fabricação de biocombustíveis";"20.1 Fabricação de produtos químicos inorgânicos";"20.11 Fabricação de cloro e álcalis";"20.12 Fabricação de intermediários para fertilizantes";"20.13 Fabricação de adubos e fertilizantes";"20.14 Fabricação de gases industriais";"20.2 Fabricação de produtos químicos orgânicos";"20.3 e 20.4 Fabricação de resinas e elastômeros e de fibras artificiais e sintéticas";"20.5 Fabricação de defensivos agrícolas e desinfestantes domissanitários";"20.6 Fabricação de sabões, detergentes, produtos de limpeza, cosméticos, produtos de perfumaria e de higiene pessoal";"20.61 Fabricação de sabões e detergentes sintéticos";"20.62 Fabricação de produtos de limpeza e polimento";"20.63 Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal";"20.7 Fabricação de tintas, vernizes, esmaltes, lacas e produtos afins";"20.9 Fabricação de produtos e preparados químicos diversos";"22.1 Fabricação de produtos de borracha";"22.11 Fabricação de pneumáticos e de câmaras-de-ar";"22.2 Fabricação de produtos de material plástico";"22.21 Fabricação de laminados planos e tubulares de material plástico";"22.22 Fabricação de embalagens de material plástico";"22.23 Fabricação de tubos e acessórios de material plástico para uso na construção";"23.1 Fabricação de vidro e de produtos do vidro";"23.11 Fabricação de vidro plano e de segurança";"23.2 Fabricação de cimento";"23.3 Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes";"23.4 Fabricação de produtos cerâmicos";"23.9 Aparelhamento de pedras e fabricação de outros produtos de minerais não metálicos";"24.1 Produção de ferro-gusa e de ferroligas";"24.2 Siderurgia";"24.3 Produção de tubos de aço, exceto tubos sem costura";"24.4 Metalurgia dos metais não ferrosos";"24.5 Fundição";"25.1 Fabricação de estruturas metálicas e obras de caldeiraria pesada";"25.2 Fabricação de tanques, reservatórios metálicos e caldeiras";"25.3 Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais";"25.4 Fabricação de artigos de cutelaria, de serralheria e ferramentas";"25.5 e 25.9 - Fabricação de equipamento bélico pesado, armas e munições e de produtos de metal não especificados anteriormente";"25.91 Fabricação de embalagens metálicas";"25.92 Fabricação de produtos de trefilados de metal";"26.1 Fabricação de componentes eletrônicos";"26.2 Fabricação de equipamentos de informática e periféricos";"26.3 Fabricação de equipamentos de comunicação";"26.4 Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo";"26.5 Fabricação de aparelhos e instrumentos de medida, teste e controle; cronômetros e relógios";"27.1 Fabricação de geradores, transformadores e motores elétricos";"27.2 Fabricação de pilhas, baterias e acumuladores elétricos";"27.3 Fabricação de equipamentos para distribuição e controle de energia elétrica";"27.4 Fabricação de lâmpadas e outros equipamentos de iluminação";"27.5 Fabricação de eletrodomésticos";"27.51 Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico";"27.59 Fabricação de aparelhos eletrodomésticos não especificados anteriormente";"27.9 Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente";"28.1 Fabricação de motores, bombas, compressores e equipamentos de transmissão";"28.2 Fabricação de máquinas e equipamentos de uso geral";"28.3 Fabricação de tratores e de máquinas e equipamentos para a agricultura e pecuária";"28.4 Fabricação de máquinas-ferramenta";"28.5 Fabricação de máquinas e equipamentos de uso na extração mineral e na construção";"28.6 Fabricação de máquinas e equipamentos de uso industrial específico";"29.1 Fabricação de automóveis, camionetas e utilitários";"29.2 Fabricação de caminhões e ônibus";"29.3 Fabricação de cabines, carrocerias e reboques para veículos automotores";"29.4 Fabricação de peças e acessórios para veículos automotores";"31.0 Fabricação de móveis";"32.1 Fabricação de artigos de joalheria, bijuteria e semelhantes";"32.3 Fabricação de artefatos para pesca e esporte";"32.4 Fabricação de brinquedos e jogos recreativos";"32.5 Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos";"32.9 Fabricação de produtos diversos"
"outubro 2006";"105,76";"149,09";"95,15";"121,55";"138,84";"111,57";"105,99";"145,04";"102,97";"103,07";"97,36";"87,83";"129,49";"155,98";"81,02";"-";"90,66";"81,49";"141,36";"145,67";"107,27";"-";"134,85";"77,61";"117,72";"-";"-";"108,51";"82,07";"103,99";"93,20";"84,72";"-";"-";"87,93";"173,87";"132,81";"112,32";"96,24";"199,66";"106,37";"-";"-";"93,24";"100,50";"87,92";"-";"112,27";"76,24";"-";"101,02";"115,18";"95,45";"-";"96,53";"77,00";"103,87";"103,98";"80,68";"84,12";"81,36";"103,24";"114,53";"105,83";"-";"-";"110,59";"-";"-";"86,24";"96,15";"-";"102,03";"111,68";"-";"122,08";"-";"127,96";"-";"-";"-";"-";"210,35";"81,61";"72,86";"149,94";"-";"104,60";"-";"62,46";"-";"86,89";"90,79";"81,73";"85,65";"88,07";"98,77";"100,58";"142,50";"-";"-";"-";"124,05"
"novembro 2006";"100,83";"132,32";"92,04";"123,01";"133,83";"101,65";"98,83";"123,52";"93,11";"104,92";"92,18";"77,60";"112,88";"119,17";"74,97";"-";"97,99";"87,36";"137,77";"135,95";"111,25";"-";"132,92";"77,95";"119,22";"-";"-";"106,35";"83,21";"99,83";"95,12";"80,06";"-";"-";"86,19";"130,74";"117,34";"104,28";"94,99";"158,64";"98,67";"-";"-";"88,26";"97,61";"83,52";"-";"111,05";"75,98";"-";"95,40";"109,75";"93,89";"-";"95,88";"67,80";"108,71";"109,86";"75,90";"81,19";"81,24";"100,98";"105,62";"99,61";"-";"-";"115,69";"-";"-";"90,74";"95,11";"-";"99,59";"105,25";"-";"130,83";"-";"144,87";"-";"-";"-";"-";"184,94";"82,69";"76,11";"134,07";"-";"99,64";"-";"63,10";"-";"86,26";"85,81";"78,21";"79,60";"85,62";"103,80";"111,52";"147,65";"-";"-";"-";"115,04"
"dezembro 2006";"101,81";"126,02";"95,50";"114,39";"112,87";"92,58";"87,40";"118,74";"88,80";"108,26";"85,39";"66,66";"105,70";"50,10";"70,76";"-";"109,96";"93,64";"113,22";"102,69";"78,57";"-";"79,77";"55,16";"110,05";"-";"-";"97,93";"87,73";"101,41";"89,26";"78,42";"-";"-";"90,77";"47,26";"99,63";"104,44";"89,26";"87,64";"107,09";"-";"-";"71,09";"88,99";"75,46";"-";"99,41";"68,99";"-";"87,16";"100,58";"81,90";"-";"89,03";"67,78";"102,14";"90,54";"75,53";"80,10";"73,51";"90,38";"104,11";"97,52";"-";"-";"94,08";"-";"-";"74,50";"87,77";"-";"94,80";"89,12";"-";"125,97";"-";"83,48";"-";"-";"-";"-";"135,00";"75,27";"69,54";"120,07";"-";"83,06";"-";"52,39";"-";"79,61";"83,97";"66,76";"65,51";"75,84";"89,56";"95,66";"154,14";"-";"-";"-";"101,43"
"janeiro 2007";"109,47";"145,29";"100,93";"120,15";"93,37";"76,25";"69,50";"88,95";"89,57";"111,79";"88,17";"74,08";"104,58";"34,06";"67,19";"-";"91,33";"78,24";"133,70";"121,01";"92,22";"-";"78,18";"53,64";"123,94";"-";"-";"100,00";"90,45";"99,75";"87,97";"82,99";"-";"-";"87,77";"21,89";"94,76";"109,17";"74,97";"86,83";"100,91";"-";"-";"52,14";"94,15";"83,69";"-";"103,94";"65,93";"-";"95,64";"111,21";"88,06";"-";"93,50";"61,78";"103,32";"97,23";"69,78";"73,87";"78,00";"99,01";"106,89";"102,97";"-";"-";"112,06";"-";"-";"79,67";"85,13";"-";"93,81";"97,98";"-";"121,85";"-";"82,30";"-";"-";"-";"-";"153,40";"76,48";"70,25";"125,09";"-";"93,06";"-";"61,92";"-";"86,91";"81,18";"76,36";"64,65";"77,77";"103,09";"80,30";"123,36";"-";"-";"-";"108,58"
"fevereiro 2007";"100,41";"125,08";"93,84";"114,57";"74,54";"84,08";"80,54";"110,47";"74,24";"97,46";"81,65";"68,50";"95,03";"20,32";"61,82";"-";"77,72";"70,28";"130,08";"127,08";"103,56";"-";"91,80";"60,99";"113,38";"-";"-";"101,30";"81,44";"92,59";"82,84";"66,87";"-";"-";"83,79";"12,74";"89,01";"99,02";"74,46";"79,91";"96,68";"-";"-";"48,96";"84,22";"74,06";"-";"92,70";"56,71";"-";"92,28";"105,69";"80,39";"-";"84,24";"50,66";"95,42";"93,44";"68,41";"82,03";"74,90";"93,11";"95,90";"93,96";"-";"-";"108,33";"-";"-";"82,09";"92,55";"-";"89,05";"90,45";"-";"106,25";"-";"88,93";"-";"-";"-";"-";"161,55";"73,00";"68,46";"108,36";"-";"95,94";"-";"69,11";"-";"85,34";"82,13";"70,17";"79,95";"79,07";"100,21";"76,30";"125,45";"-";"-";"-";"90,18"
"março 2007";"115,21";"142,22";"108,15";"129,41";"57,61";"102,32";"95,81";"128,41";"103,32";"102,84";"99,77";"86,74";"123,54";"12,21";"78,05";"-";"76,80";"82,88";"154,26";"144,64";"115,17";"-";"108,69";"74,92";"123,45";"-";"-";"108,30";"88,05";"102,43";"92,68";"75,49";"-";"-";"98,23";"9,66";"100,41";"109,16";"98,46";"88,05";"104,02";"-";"-";"47,23";"105,08";"102,66";"-";"108,59";"65,18";"-";"105,93";"120,08";"95,66";"-";"94,08";"70,88";"112,58";"117,38";"78,04";"88,24";"81,19";"104,41";"109,49";"107,03";"-";"-";"122,96";"-";"-";"88,29";"112,10";"-";"96,87";"110,38";"-";"135,14";"-";"122,85";"-";"-";"-";"-";"182,89";"93,93";"88,93";"132,94";"-";"112,57";"-";"85,27";"-";"101,03";"84,61";"89,33";"101,60";"89,30";"117,90";"93,04";"216,59";"-";"-";"-";"108,80"
"abril 2007";"104,52";"129,97";"97,19";"124,68";"48,57";"103,08";"100,67";"123,98";"93,87";"87,19";"92,11";"76,28";"112,44";"33,53";"77,34";"-";"77,86";"78,06";"143,70";"134,65";"103,23";"-";"100,49";"73,81";"105,71";"-";"-";"98,43";"81,84";"100,08";"87,91";"72,62";"-";"-";"90,63";"59,35";"98,42";"99,44";"88,95";"80,14";"110,96";"-";"-";"57,50";"92,96";"88,30";"-";"97,73";"59,01";"-";"96,71";"108,32";"89,14";"-";"89,78";"69,81";"109,80";"114,48";"76,55";"78,65";"76,96";"95,45";"107,74";"102,40";"-";"-";"113,75";"-";"-";"85,90";"99,08";"-";"86,20";"104,53";"-";"121,12";"-";"125,04";"-";"-";"-";"-";"190,35";"84,00";"78,27";"128,72";"-";"102,62";"-";"77,62";"-";"99,45";"78,94";"79,03";"92,86";"85,14";"104,71";"85,49";"160,47";"-";"-";"-";"87,68"
"maio 2007";"111,74";"146,33";"102,07";"136,18";"51,63";"110,58";"111,53";"114,41";"103,90";"91,45";"99,88";"83,41";"121,31";"125,67";"90,93";"-";"81,23";"72,72";"155,07";"148,54";"108,39";"-";"121,99";"82,57";"112,41";"-";"-";"110,86";"85,05";"99,50";"91,90";"78,25";"-";"-";"91,79";"161,79";"100,31";"103,91";"79,51";"96,21";"109,99";"-";"-";"61,49";"100,10";"96,48";"-";"105,50";"65,78";"-";"108,78";"119,35";"96,60";"-";"95,99";"77,72";"106,66";"105,44";"80,27";"86,95";"82,23";"107,15";"113,56";"107,97";"-";"-";"131,32";"-";"-";"92,74";"103,43";"-";"89,62";"120,70";"-";"125,64";"-";"128,18";"-";"-";"-";"-";"181,07";"85,98";"81,28";"122,65";"-";"113,88";"-";"78,61";"-";"111,31";"86,78";"95,40";"112,16";"100,14";"115,58";"91,84";"188,08";"-";"-";"-";"97,34"
"junho 2007";"102,33";"118,91";"95,70";"133,82";"82,05";"110,25";"105,87";"129,63";"109,37";"86,00";"96,58";"79,57";"116,15";"164,58";"91,86";"-";"71,79";"67,04";"142,93";"146,01";"103,65";"-";"114,15";"80,78";"110,60";"-";"-";"104,12";"89,30";"99,25";"93,42";"76,37";"-";"-";"91,27";"205,48";"101,51";"105,60";"82,62";"102,70";"107,14";"-";"-";"66,52";"99,26";"95,24";"-";"104,14";"62,19";"-";"103,56";"115,48";"92,38";"-";"97,03";"67,37";"111,06";"116,25";"76,79";"80,97";"79,51";"105,71";"111,28";"103,84";"-";"-";"127,86";"-";"-";"91,02";"113,49";"-";"84,40";"111,96";"-";"118,94";"-";"110,37";"-";"-";"-";"-";"184,73";"79,03";"73,43";"122,70";"-";"110,42";"-";"83,91";"-";"104,46";"80,67";"88,76";"103,21";"93,85";"110,72";"81,22";"163,72";"-";"-";"-";"98,15"
"julho 2007";"106,28";"134,19";"98,30";"127,75";"120,43";"115,09";"112,30";"131,51";"111,06";"93,74";"98,37";"81,47";"120,73";"151,74";"87,56";"-";"72,43";"69,35";"143,54";"148,29";"112,90";"-";"122,32";"84,83";"107,31";"-";"-";"107,71";"92,42";"101,83";"93,61";"81,51";"-";"-";"93,49";"192,72";"115,76";"110,36";"97,39";"128,68";"113,42";"-";"-";"86,04";"93,14";"88,72";"-";"98,26";"70,42";"-";"108,90";"120,56";"95,73";"-";"98,93";"73,03";"113,81";"115,78";"80,59";"88,66";"82,79";"107,86";"119,50";"106,98";"-";"-";"126,90";"-";"-";"93,99";"104,24";"-";"92,73";"115,06";"-";"121,36";"-";"124,37";"-";"-";"-";"-";"208,05";"69,88";"64,19";"114,28";"-";"117,77";"-";"79,07";"-";"101,89";"81,28";"95,15";"104,00";"97,69";"119,84";"86,91";"182,97";"-";"-";"-";"109,99"
"agosto 2007";"109,02";"134,94";"102,48";"120,35";"156,29";"114,14";"111,27";"131,39";"109,64";"102,21";"101,59";"89,40";"118,45";"192,42";"82,73";"-";"83,67";"78,77";"145,54";"153,13";"117,54";"-";"134,59";"90,84";"120,67";"-";"-";"113,90";"85,30";"98,48";"95,39";"87,26";"-";"-";"93,50";"229,34";"122,64";"110,79";"103,97";"162,69";"106,14";"-";"-";"105,17";"98,04";"95,36";"-";"102,30";"79,44";"-";"112,96";"125,11";"101,40";"-";"99,61";"79,08";"114,44";"116,42";"82,96";"92,29";"85,36";"107,47";"119,64";"109,75";"-";"-";"141,62";"-";"-";"106,25";"108,27";"-";"99,77";"120,60";"-";"124,53";"-";"135,28";"-";"-";"-";"-";"198,97";"82,30";"74,50";"143,20";"-";"119,98";"-";"94,61";"-";"112,05";"94,87";"99,73";"120,25";"107,59";"122,57";"94,30";"203,10";"-";"-";"-";"110,50"
"setembro 2007";"99,60";"133,92";"91,34";"110,69";"146,85";"104,86";"102,38";"122,64";"98,57";"93,64";"92,69";"71,15";"110,60";"199,02";"79,61";"-";"84,98";"80,07";"134,48";"146,48";"107,96";"-";"127,36";"86,95";"107,88";"-";"-";"110,17";"78,02";"88,41";"87,89";"80,66";"-";"-";"91,12";"229,23";"120,39";"102,96";"103,92";"162,47";"102,54";"-";"-";"95,17";"91,97";"87,88";"-";"97,11";"76,10";"-";"105,54";"118,35";"94,63";"-";"90,62";"77,94";"104,50";"104,36";"80,26";"85,66";"81,03";"97,74";"118,02";"106,64";"-";"-";"123,33";"-";"-";"94,19";"95,56";"-";"98,62";"110,92";"-";"118,45";"-";"117,44";"-";"-";"-";"-";"179,56";"79,20";"72,51";"131,48";"-";"108,12";"-";"79,07";"-";"95,30";"93,62";"88,91";"105,68";"91,56";"109,60";"87,12";"182,77";"-";"-";"-";"104,14"
"outubro 2007";"109,34";"132,11";"102,68";"128,40";"160,24";"107,62";"101,16";"134,23";"108,00";"102,89";"98,85";"78,35";"111,74";"196,86";"88,57";"-";"97,11";"88,65";"143,40";"154,78";"124,70";"-";"150,14";"88,89";"108,46";"-";"-";"109,61";"94,19";"97,99";"96,61";"85,30";"-";"-";"94,49";"233,28";"125,05";"107,05";"101,90";"171,00";"106,93";"-";"-";"140,87";"100,22";"93,03";"-";"108,52";"89,79";"-";"113,91";"123,68";"107,50";"-";"102,34";"88,10";"113,43";"115,98";"87,96";"92,69";"83,83";"117,74";"122,35";"112,90";"-";"-";"134,20";"-";"-";"104,74";"103,58";"-";"107,62";"118,16";"-";"149,81";"-";"143,58";"-";"-";"-";"-";"205,45";"94,29";"87,21";"149,60";"-";"120,29";"-";"101,85";"-";"107,12";"106,07";"104,32";"124,13";"103,85";"124,32";"102,51";"186,62";"-";"-";"-";"117,07"
"novembro 2007";"104,16";"118,17";"99,58";"120,63";"146,60";"99,15";"95,88";"114,60";"97,64";"103,39";"93,96";"77,80";"99,93";"116,30";"80,84";"-";"101,97";"91,34";"143,25";"145,79";"117,04";"-";"141,73";"89,53";"102,89";"-";"-";"103,34";"94,12";"94,66";"90,21";"81,88";"-";"-";"88,27";"176,41";"108,81";"108,31";"98,06";"119,97";"103,81";"-";"-";"126,35";"98,85";"94,21";"-";"105,71";"84,99";"-";"108,56";"116,69";"104,58";"-";"104,21";"83,44";"112,64";"118,55";"80,87";"83,08";"82,78";"113,49";"113,65";"110,43";"-";"-";"126,63";"-";"-";"97,14";"94,71";"-";"106,43";"108,33";"-";"149,01";"-";"136,36";"-";"-";"-";"-";"187,45";"90,69";"84,26";"140,88";"-";"114,41";"-";"100,50";"-";"100,84";"100,49";"96,65";"114,32";"99,59";"115,28";"103,78";"206,66";"-";"-";"-";"106,65"
"dezembro 2007";"99,07";"116,51";"94,12";"112,08";"120,55";"89,66";"85,95";"102,23";"92,20";"109,04";"88,93";"71,94";"103,61";"67,24";"70,60";"-";"111,01";"102,59";"118,98";"118,71";"73,24";"-";"86,89";"45,06";"95,68";"-";"-";"97,41";"98,94";"102,03";"82,12";"76,25";"-";"-";"94,88";"80,77";"98,35";"106,26";"94,97";"83,27";"105,40";"-";"-";"91,87";"90,48";"91,05";"-";"90,89";"74,68";"-";"95,68";"104,51";"88,54";"-";"92,47";"74,54";"106,26";"107,27";"78,23";"76,87";"81,87";"90,75";"111,51";"108,40";"-";"-";"96,80";"-";"-";"82,26";"86,76";"-";"100,97";"96,72";"-";"126,42";"-";"75,09";"-";"-";"-";"-";"148,52";"71,21";"66,54";"107,68";"-";"94,09";"-";"80,41";"-";"89,21";"94,63";"78,11";"74,64";"85,09";"94,34";"92,90";"130,02";"-";"-";"-";"90,61"
"janeiro 2008";"111,09";"121,54";"107,60";"124,16";"104,88";"81,46";"70,90";"110,65";"94,29";"114,87";"93,04";"79,07";"107,27";"40,76";"80,11";"-";"98,75";"83,29";"136,78";"108,76";"92,67";"-";"90,13";"65,33";"106,20";"-";"-";"100,18";"97,29";"101,91";"91,12";"80,42";"-";"-";"94,13";"33,32";"102,20";"108,01";"88,65";"98,89";"105,27";"-";"-";"105,70";"95,62";"92,20";"-";"99,95";"77,34";"-";"110,57";"119,34";"94,39";"-";"98,20";"74,14";"111,65";"118,28";"78,45";"84,32";"88,54";"101,33";"114,91";"111,74";"-";"-";"122,48";"-";"-";"89,41";"86,53";"-";"100,44";"115,19";"-";"108,57";"-";"84,72";"-";"-";"-";"-";"158,08";"76,11";"70,45";"120,25";"-";"94,43";"-";"103,47";"-";"91,23";"82,31";"93,99";"96,93";"93,65";"115,42";"83,82";"101,59";"-";"-";"-";"106,77"
"fevereiro 2008";"100,57";"100,71";"99,47";"111,17";"74,42";"83,13";"78,35";"102,08";"84,08";"99,73";"85,86";"68,25";"96,82";"32,28";"81,93";"-";"76,12";"72,89";"140,06";"131,02";"105,92";"-";"97,89";"71,06";"102,47";"-";"-";"106,98";"93,45";"97,42";"85,57";"76,58";"-";"-";"88,77";"25,60";"95,73";"102,27";"84,69";"93,95";"100,30";"-";"-";"76,47";"87,84";"90,91";"-";"85,50";"68,02";"-";"103,74";"114,13";"90,01";"-";"90,13";"68,64";"105,11";"103,92";"74,60";"78,71";"81,68";"98,00";"106,75";"106,14";"-";"-";"126,91";"-";"-";"96,65";"92,32";"-";"91,91";"110,86";"-";"97,92";"-";"92,28";"-";"-";"-";"-";"155,14";"78,36";"73,93";"112,90";"-";"113,31";"-";"104,26";"-";"99,18";"94,12";"88,90";"108,53";"96,67";"113,70";"82,01";"104,51";"-";"-";"-";"92,15"
"março 2008";"103,00";"113,11";"100,18";"110,08";"51,26";"102,55";"97,82";"131,75";"94,53";"100,83";"93,21";"85,61";"100,73";"19,86";"89,04";"-";"69,54";"78,96";"145,16";"138,61";"107,67";"-";"110,85";"81,59";"112,73";"-";"-";"111,48";"97,05";"103,36";"89,60";"80,42";"-";"-";"89,09";"17,47";"95,96";"107,96";"89,67";"81,96";"102,20";"-";"-";"66,84";"95,86";"98,08";"-";"94,55";"76,14";"-";"108,68";"118,35";"96,27";"-";"91,85";"86,34";"117,31";"123,48";"84,22";"85,81";"87,72";"101,41";"125,31";"114,90";"-";"-";"122,87";"-";"-";"94,48";"100,17";"-";"95,36";"120,03";"-";"111,52";"-";"102,09";"-";"-";"-";"-";"163,70";"87,63";"83,49";"119,90";"-";"112,46";"-";"111,15";"-";"103,95";"100,65";"100,99";"118,93";"99,38";"124,82";"79,57";"166,84";"-";"-";"-";"101,49"
"abril 2008";"108,75";"122,09";"105,32";"115,15";"54,85";"109,71";"112,07";"126,60";"86,83";"96,75";"98,39";"97,96";"100,74";"31,73";"89,08";"-";"80,57";"69,52";"146,01";"142,39";"103,95";"-";"117,87";"89,88";"110,01";"-";"-";"104,69";"89,51";"100,58";"92,67";"84,97";"-";"-";"90,27";"63,45";"100,95";"100,41";"100,98";"89,69";"103,73";"-";"-";"68,39";"95,44";"90,86";"-";"99,46";"71,96";"-";"112,04";"120,05";"100,65";"-";"95,90";"87,32";"112,11";"114,14";"79,59";"88,04";"88,74";"106,32";"92,58";"116,18";"-";"-";"127,93";"-";"-";"101,66";"104,79";"-";"88,17";"121,22";"-";"125,61";"-";"94,88";"-";"-";"-";"-";"183,80";"87,97";"81,55";"138,07";"-";"114,70";"-";"105,09";"-";"109,66";"92,66";"106,80";"123,13";"107,32";"117,42";"88,06";"170,30";"-";"-";"-";"97,20"
"maio 2008";"110,38";"124,25";"105,29";"132,18";"57,77";"119,31";"119,79";"142,13";"98,16";"98,09";"101,16";"99,69";"95,52";"111,49";"98,12";"-";"81,11";"71,16";"140,59";"138,80";"93,54";"-";"117,48";"94,37";"123,18";"-";"-";"101,95";"102,01";"100,96";"94,27";"83,70";"-";"-";"96,26";"168,63";"102,77";"104,93";"96,90";"103,90";"104,01";"-";"-";"80,63";"91,71";"92,83";"-";"93,44";"70,73";"-";"111,55";"121,28";"103,14";"-";"93,92";"97,09";"116,39";"118,55";"84,41";"89,22";"90,55";"99,74";"113,16";"115,87";"-";"-";"130,66";"-";"-";"97,05";"98,50";"-";"84,71";"126,99";"-";"113,40";"-";"97,17";"-";"-";"-";"-";"158,40";"80,25";"73,83";"130,36";"-";"115,38";"-";"96,52";"-";"106,96";"96,02";"104,09";"116,73";"110,45";"119,79";"85,32";"152,02";"-";"-";"-";"92,18"
"junho 2008";"107,51";"118,86";"103,14";"127,29";"83,36";"118,23";"118,86";"134,51";"102,07";"91,45";"94,91";"87,01";"88,36";"133,91";"93,28";"-";"76,01";"70,55";"145,04";"136,73";"92,10";"-";"116,82";"104,98";"113,53";"-";"-";"102,38";"94,57";"100,52";"99,23";"88,71";"-";"-";"94,12";"204,62";"105,77";"104,41";"87,37";"121,42";"100,61";"-";"-";"91,88";"91,82";"84,43";"-";"98,21";"77,20";"-";"112,11";"119,91";"104,72";"-";"95,41";"92,53";"111,79";"122,41";"87,96";"98,83";"90,43";"105,99";"121,05";"114,96";"-";"-";"133,64";"-";"-";"101,35";"99,72";"-";"93,34";"127,10";"-";"132,95";"-";"110,65";"-";"-";"-";"-";"168,67";"72,55";"65,73";"125,74";"-";"115,89";"-";"108,04";"-";"107,88";"101,35";"109,05";"125,82";"136,66";"119,52";"84,64";"173,95";"-";"-";"-";"105,38"
"julho 2008";"114,27";"128,19";"109,64";"131,30";"97,48";"117,66";"117,51";"133,73";"104,48";"98,85";"100,14";"89,86";"100,42";"170,22";"92,52";"-";"76,23";"71,44";"150,17";"145,37";"107,08";"-";"131,91";"111,06";"117,66";"-";"-";"98,13";"98,78";"103,98";"99,47";"92,08";"-";"-";"95,69";"237,76";"114,29";"98,66";"103,59";"124,69";"114,56";"-";"-";"123,58";"88,63";"82,94";"-";"95,19";"81,09";"-";"115,66";"124,27";"110,33";"-";"102,78";"97,56";"113,40";"118,74";"94,19";"111,18";"92,60";"110,49";"126,68";"121,58";"-";"-";"140,46";"-";"-";"108,61";"113,13";"-";"96,00";"128,88";"-";"139,71";"-";"112,23";"-";"-";"-";"-";"179,11";"71,48";"65,49";"118,18";"-";"122,80";"-";"109,86";"-";"118,85";"98,76";"112,66";"131,44";"148,99";"124,13";"89,64";"190,96";"-";"-";"-";"115,42"
"agosto 2008";"108,07";"118,72";"103,78";"128,55";"96,63";"110,09";"107,21";"134,06";"99,95";"100,41";"97,88";"95,17";"99,96";"161,11";"89,17";"-";"80,56";"78,27";"144,48";"144,93";"102,58";"-";"131,28";"107,83";"111,28";"-";"-";"100,76";"94,64";"98,71";"92,43";"91,86";"-";"-";"91,60";"229,01";"105,52";"108,70";"99,94";"97,02";"111,42";"-";"-";"119,03";"88,59";"82,66";"-";"95,76";"90,17";"-";"115,69";"126,39";"108,68";"-";"97,53";"104,96";"110,18";"119,54";"98,83";"113,41";"94,73";"112,89";"123,26";"120,72";"-";"-";"132,48";"-";"-";"103,56";"105,97";"-";"92,33";"125,57";"-";"116,75";"-";"124,62";"-";"-";"-";"-";"173,44";"87,11";"82,38";"124,06";"-";"124,44";"-";"118,19";"-";"111,67";"94,49";"110,64";"142,56";"136,57";"121,90";"89,03";"145,87";"-";"-";"-";"108,26"
